Detailed_ICD9_Code,Detailed_ICD9_Short_Title,Detailed_ICD9_Long_Title,RolledUp_ICD9_Code,RolledUp_ICD9_Short_Title,RolledUp_ICD9_Long_Title
83971,Dislocation sternum-open,"Open dislocation, sternum",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83931,Disloc thoracic vert-opn,"Open dislocation, thoracic vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83940,Dislocat vertebra NOS-cl,"Closed dislocation, vertebra, unspecified site",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83941,Dislocat coccyx-closed,"Closed dislocation, coccyx",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83942,Dislocat sacrum-closed,"Closed dislocation, sacrum",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83949,Dislocat vertebra NEC-cl,"Closed dislocation, vertebra, other",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83950,Disloc vertebra NOS-open,"Open dislocation, vertebra, unspecified site",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83916,Disloc 6th cerv vert-opn,"Open dislocation, sixth cervical vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83917,Disloc 7th cerv vert-opn,"Open dislocation, seventh cervical vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83918,Disloc mlt cerv vert-opn,"Open dislocation, multiple cervical vertebrae",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83920,Dislocat lumbar vert-cl,"Closed dislocation, lumbar vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83921,Disloc thoracic vert-cl,"Closed dislocation, thoracic vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83930,Dislocat lumbar vert-opn,"Open dislocation, lumbar vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83910,Disloc cerv vert NOS-opn,"Open dislocation, cervical vertebra, unspecified",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83911,Disloc lst cerv vert-opn,"Open dislocation, first cervical vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83912,Disloc 2nd cerv vert-opn,"Open dislocation, second cervical vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83913,Disloc 3rd cerv vert-opn,"Open dislocation, third cervical vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83914,Disloc 4th cerv vert-opn,"Open dislocation, fourth cervical vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83915,Disloc 5th cerv vert-opn,"Open dislocation, fifth cervical vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83903,Disloc 3rd cerv vert-cl,"Closed dislocation, third cervical vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83904,Disloc 4th cerv vert-cl,"Closed dislocation, fourth cervical vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83905,Disloc 5th cerv vert-cl,"Closed dislocation, fifth cervical vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83906,Disloc 6th cerv vert-cl,"Closed dislocation, sixth cervical vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83907,Disloc 7th cerv vert-cl,"Closed dislocation, seventh cervical vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83908,Disloc mult cerv vert-cl,"Closed dislocation, multiple cervical vertebrae",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83901,Disloc 1st cerv vert-cl,"Closed dislocation, first cervical vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
83902,Disloc 2nd cerv vert-cl,"Closed dislocation, second cervical vertebra",83900,Disloc cerv vert NOS-cl,"Closed dislocation, cervical vertebra, unspecified"
8409,Sprain shoulder/arm NOS,Sprains and strains of unspecified site of shoulder and upper arm,8400,Sprain acromioclavicular,Acromioclavicular (joint) (ligament) sprain
8403,Sprain infraspinatus,Infraspinatus (muscle) (tendon) sprain,8400,Sprain acromioclavicular,Acromioclavicular (joint) (ligament) sprain
8404,Sprain rotator cuff,Rotator cuff (capsule) sprain,8400,Sprain acromioclavicular,Acromioclavicular (joint) (ligament) sprain
8405,Sprain subscapularis,Subscapularis (muscle) sprain,8400,Sprain acromioclavicular,Acromioclavicular (joint) (ligament) sprain
8406,Sprain supraspinatus,Supraspinatus (muscle) (tendon) sprain,8400,Sprain acromioclavicular,Acromioclavicular (joint) (ligament) sprain
8407,Sup glenoid labrm lesion,Superior glenoid labrum lesion,8400,Sprain acromioclavicular,Acromioclavicular (joint) (ligament) sprain
8408,Sprain shoulder/arm NEC,Sprains and strains of other specified sites of shoulder and upper arm,8400,Sprain acromioclavicular,Acromioclavicular (joint) (ligament) sprain
8400,Sprain acromioclavicular,Acromioclavicular (joint) (ligament) sprain,8400,Sprain acromioclavicular,Acromioclavicular (joint) (ligament) sprain
8401,Sprain coracoclavicular,Coracoclavicular (ligament) sprain,8400,Sprain acromioclavicular,Acromioclavicular (joint) (ligament) sprain
8402,Sprain coracohumeral,Coracohumeral (ligament) sprain,8400,Sprain acromioclavicular,Acromioclavicular (joint) (ligament) sprain
8410,Sprain radial collat lig,Radial collateral ligament sprain,8410,Sprain radial collat lig,Radial collateral ligament sprain
8411,Sprain ulnar collat lig,Ulnar collateral ligament sprain,8410,Sprain radial collat lig,Radial collateral ligament sprain
8412,Sprain radiohumeral,Radiohumeral (joint) sprain,8410,Sprain radial collat lig,Radial collateral ligament sprain
8413,Sprain ulnohumeral,Ulnohumeral (joint) sprain,8410,Sprain radial collat lig,Radial collateral ligament sprain
8418,Sprain elbow/forearm NEC,Sprains and strains of other specified sites of elbow and forearm,8410,Sprain radial collat lig,Radial collateral ligament sprain
8419,Sprain elbow/forearm NOS,Sprains and strains of unspecified site of elbow and forearm,8410,Sprain radial collat lig,Radial collateral ligament sprain
84200,Sprain of wrist NOS,"Sprain of wrist, unspecified site",84200,Sprain of wrist NOS,"Sprain of wrist, unspecified site"
84201,Sprain carpal,Sprain of carpal (joint) of wrist,84200,Sprain of wrist NOS,"Sprain of wrist, unspecified site"
84202,Sprain radiocarpal,Sprain of radiocarpal (joint) (ligament) of wrist,84200,Sprain of wrist NOS,"Sprain of wrist, unspecified site"
84209,Sprain of wrist NEC,Other sprains and strains of wrist,84200,Sprain of wrist NOS,"Sprain of wrist, unspecified site"
84210,Sprain of hand NOS,"Sprain of hand, unspecified site",84200,Sprain of wrist NOS,"Sprain of wrist, unspecified site"
84211,Sprain carpometacarpal,Sprain of carpometacarpal (joint) of hand,84200,Sprain of wrist NOS,"Sprain of wrist, unspecified site"
84212,Sprain metacarpophalang,Sprain of metacarpophalangeal (joint) of hand,84200,Sprain of wrist NOS,"Sprain of wrist, unspecified site"
84213,Sprain interphalangeal,Sprain of interphalangeal (joint) of hand,84200,Sprain of wrist NOS,"Sprain of wrist, unspecified site"
84219,Sprain of hand NEC,Other sprains and strains of hand,84200,Sprain of wrist NOS,"Sprain of wrist, unspecified site"
8430,Sprain iliofemoral,Iliofemoral (ligament) sprain,8430,Sprain iliofemoral,Iliofemoral (ligament) sprain
8431,Sprain ischiocapsular,Ischiocapsular (ligament) sprain,8430,Sprain iliofemoral,Iliofemoral (ligament) sprain
8438,Sprain hip & thigh NEC,Sprains and strains of other specified sites of hip and thigh,8430,Sprain iliofemoral,Iliofemoral (ligament) sprain
8439,Sprain hip & thigh NOS,Sprains and strains of unspecified site of hip and thigh,8430,Sprain iliofemoral,Iliofemoral (ligament) sprain
8440,Sprain lateral coll lig,Sprain of lateral collateral ligament of knee,8440,Sprain lateral coll lig,Sprain of lateral collateral ligament of knee
8441,Sprain medial collat lig,Sprain of medial collateral ligament of knee,8440,Sprain lateral coll lig,Sprain of lateral collateral ligament of knee
8442,Sprain cruciate lig knee,Sprain of cruciate ligament of knee,8440,Sprain lateral coll lig,Sprain of lateral collateral ligament of knee
8443,Sprain super tibiofibula,"Sprain of tibiofibular (joint) (ligament) superior, of knee",8440,Sprain lateral coll lig,Sprain of lateral collateral ligament of knee
8448,Sprain of knee & leg NEC,Sprains and strains of other specified sites of knee and leg,8440,Sprain lateral coll lig,Sprain of lateral collateral ligament of knee
8449,Sprain of knee & leg NOS,Sprains and strains of unspecified site of knee and leg,8440,Sprain lateral coll lig,Sprain of lateral collateral ligament of knee
84500,Sprain of ankle NOS,"Sprain of ankle, unspecified site",84500,Sprain of ankle NOS,"Sprain of ankle, unspecified site"
84501,Sprain of ankle deltoid,"Sprain of deltoid (ligament), ankle",84500,Sprain of ankle NOS,"Sprain of ankle, unspecified site"
84502,Sprain calcaneofibular,Sprain of calcaneofibular (ligament) of ankle,84500,Sprain of ankle NOS,"Sprain of ankle, unspecified site"
84503,Sprain distal tibiofibul,"Sprain of tibiofibular (ligament), distal of ankle",84500,Sprain of ankle NOS,"Sprain of ankle, unspecified site"
84509,Sprain of ankle NEC,Other sprains and strains of ankle,84500,Sprain of ankle NOS,"Sprain of ankle, unspecified site"
84510,Sprain of foot NOS,"Sprain of foot, unspecified site",84500,Sprain of ankle NOS,"Sprain of ankle, unspecified site"
84511,Sprain tarsometatarsal,Sprain of tarsometatarsal (joint) (ligament) of foot,84500,Sprain of ankle NOS,"Sprain of ankle, unspecified site"
84512,Sprain metatarsophalang,Sprain of metatarsophalangeal (joint) of foot,84500,Sprain of ankle NOS,"Sprain of ankle, unspecified site"
84513,Sprain interphalang toe,"Sprain of interphalangeal (joint), toe",84500,Sprain of ankle NOS,"Sprain of ankle, unspecified site"
84519,Sprain of foot NEC,Other sprain of foot,84500,Sprain of ankle NOS,"Sprain of ankle, unspecified site"
8460,Sprain lumbosacral,Sprain of lumbosacral (joint) (ligament),8460,Sprain lumbosacral,Sprain of lumbosacral (joint) (ligament)
8461,Sprain sacroiliac,Sprain of sacroiliac ligament,8460,Sprain lumbosacral,Sprain of lumbosacral (joint) (ligament)
8462,Sprain sacrospinatus,Sprain of sacrospinatus (ligament),8460,Sprain lumbosacral,Sprain of lumbosacral (joint) (ligament)
8463,Sprain sacrotuberous,Sprain of sacrotuberous (ligament),8460,Sprain lumbosacral,Sprain of lumbosacral (joint) (ligament)
8468,Sprain sacroiliac NEC,Sprain of other specified sites of sacroiliac region,8460,Sprain lumbosacral,Sprain of lumbosacral (joint) (ligament)
8469,Sprain sacroiliac NOS,Sprain of unspecified site of sacroiliac region,8460,Sprain lumbosacral,Sprain of lumbosacral (joint) (ligament)
8470,Sprain of neck,Sprain of neck,8470,Sprain of neck,Sprain of neck
8471,Sprain thoracic region,Sprain of thoracic,8470,Sprain of neck,Sprain of neck
8472,Sprain lumbar region,Sprain of lumbar,8470,Sprain of neck,Sprain of neck
8473,Sprain of sacrum,Sprain of sacrum,8470,Sprain of neck,Sprain of neck
8474,Sprain of coccyx,Sprain of coccyx,8470,Sprain of neck,Sprain of neck
8479,Sprain of back NOS,Sprain of unspecified site of back,8470,Sprain of neck,Sprain of neck
8480,Sprain of nasal septum,Sprain of septal cartilage of nose,8480,Sprain of nasal septum,Sprain of septal cartilage of nose
8481,Sprain of jaw,Sprain of jaw,8480,Sprain of nasal septum,Sprain of septal cartilage of nose
8482,Sprain of thyroid region,Sprain of thyroid region,8480,Sprain of nasal septum,Sprain of septal cartilage of nose
8483,Sprain of ribs,Sprain of ribs,8480,Sprain of nasal septum,Sprain of septal cartilage of nose
84840,Sprain of sternum NOS,"Sprain of sternum, unspecified site",8480,Sprain of nasal septum,Sprain of septal cartilage of nose
84841,Sprain sternoclavicular,Sprain of sternoclavicular (joint) (ligament),8480,Sprain of nasal septum,Sprain of septal cartilage of nose
84842,Sprain chondrosternal,Sprain of chondrosternal (joint),8480,Sprain of nasal septum,Sprain of septal cartilage of nose
84849,Sprain of sternum NEC,"Sprain of sternum, other",8480,Sprain of nasal septum,Sprain of septal cartilage of nose
8485,Sprain of pelvis,Sprain of pelvic,8480,Sprain of nasal septum,Sprain of septal cartilage of nose
8488,Sprain NEC,Other specified sites of sprains and strains,8480,Sprain of nasal septum,Sprain of septal cartilage of nose
8489,Sprain NOS,Unspecified site of sprain and strain,8480,Sprain of nasal septum,Sprain of septal cartilage of nose
85012,Concus-brf coma 31-59 mn,"Concussion, with loss of consciousness from 31 to 59 minutes",8500,Concussion w/o coma,Concussion with no loss of consciousness
8502,Concussion-moderate coma,Concussion with moderate loss of consciousness,8500,Concussion w/o coma,Concussion with no loss of consciousness
8503,Concussion-prolong coma,Concussion with prolonged loss of consciousness and return to pre-existing conscious level,8500,Concussion w/o coma,Concussion with no loss of consciousness
8504,Concussion-deep coma,"Concussion with prolonged loss of consciousness, without return to pre-existing conscious level",8500,Concussion w/o coma,Concussion with no loss of consciousness
8505,Concussion w coma NOS,Concussion with loss of consciousness of unspecified duration,8500,Concussion w/o coma,Concussion with no loss of consciousness
8509,Concussion NOS,"Concussion, unspecified",8500,Concussion w/o coma,Concussion with no loss of consciousness
8500,Concussion w/o coma,Concussion with no loss of consciousness,8500,Concussion w/o coma,Concussion with no loss of consciousness
85011,Concus-brief coma <31 mn,"Concussion, with loss of consciousness of 30 minutes or less",8500,Concussion w/o coma,Concussion with no loss of consciousness
85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85101,Cortex contusion-no coma,"Cortex (cerebral) contusion without mention of open intracranial wound, with no loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85102,Cortex contus-brief coma,"Cortex (cerebral) contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85103,Cortex contus-mod coma,"Cortex (cerebral) contusion without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85104,Cortx contus-prolng coma,"Cortex (cerebral) contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85105,Cortex contus-deep coma,"Cortex (cerebral) contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85196,Opn brain lacer-coma NOS,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with loss of consciousness of unspecified duration",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85199,Open brain lacer-concuss,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with concussion, unspecified",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85190,Brain lac NEC w open wnd,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, unspecified state of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85191,Opn brain lacer w/o coma,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with no loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85192,Opn brain lac-brief coma,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with brief [less than one hour] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85193,Opn brain lacer-mod coma,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with moderate [1-24 hours] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85194,Opn brain lac-proln coma,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85195,Open brain lac-deep coma,"Other and unspecified cerebral laceration and contusion, with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85182,Brain lac NEC-brief coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85183,Brain lacer NEC-mod coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85184,Brain lac NEC-proln coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre- existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85185,Brain lac NEC-deep coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85186,Brain lacer NEC-coma NOS,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with loss of consciousness of unspecified duration",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85189,Brain lacer NEC-concuss,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with concussion, unspecified",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85174,Opn cerebe lac-prol coma,"Cerebellar or brain stem laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85175,Opn cerebe lac-deep coma,"Cerebellar or brain stem laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85176,Opn cerebel lac-coma NOS,"Cerebellar or brain stem laceration with open intracranial wound, with loss of consciousness of unspecified duration",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85179,Opn cerebell lac-concuss,"Cerebellar or brain stem laceration with open intracranial wound, with concussion, unspecified",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85180,Brain laceration NEC,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, unspecified state of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85181,Brain lacer NEC w/o coma,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with no loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85166,Cerebel lacerat-coma NOS,"Cerebellar or brain stem laceration without mention of open intracranial wound, with loss of consciousness of unspecified duration",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85169,Cerebel lacer-concussion,"Cerebellar or brain stem laceration without mention of open intracranial wound, with concussion, unspecified",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85170,Cerebel lacer w open wnd,"Cerebellar or brain stem laceration with open intracranial wound, unspecified state of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85171,Opn cerebel lac w/o coma,"Cerebellar or brain stem laceration with open intracranial wound, with no loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85172,Opn cerebel lac-brf coma,"Cerebellar or brain stem laceration with open intracranial wound, with brief [less than one hour] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85173,Opn cerebel lac-mod coma,"Cerebellar or brain stem laceration with open intracranial wound, with moderate [1-24 hours] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85160,Cerebel/brain stem lacer,"Cerebellar or brain stem laceration without mention of open intracranial wound, unspecified state of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85161,Cerebel lacerat w/o coma,"Cerebellar or brain stem laceration without mention of open intracranial wound, with no loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85162,Cerebel lacer-brief coma,"Cerebellar or brain stem laceration without mention of open intracranial wound, with brief [less than 1 hour] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85163,Cerebel lacerat-mod coma,"Cerebellar or brain stem laceration without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85164,Cerebel lacer-proln coma,"Cerebellar or brain stem laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85165,Cerebell lacer-deep coma,"Cerebellar or brain stem laceration without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85152,Opn cerebe cont-brf coma,"Cerebellar or brain stem contusion with open intracranial wound, with brief [less than one hour] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85153,Opn cerebe cont-mod coma,"Cerebellar or brain stem contusion with open intracranial wound, with moderate [1-24 hours] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85154,Opn cerebe cont-prol com,"Cerebellar or brain stem contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85155,Opn cerebe cont-deep com,"Cerebellar or brain stem contusion with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85156,Opn cerebe cont-coma NOS,"Cerebellar or brain stem contusion with open intracranial wound, with loss of consciousness of unspecified duration",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85159,Opn cerebel cont-concuss,"Cerebellar or brain stem contusion with open intracranial wound, with concussion, unspecified",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85144,Cerebel contus-prol coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss consciousness and return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85145,Cerebel contus-deep coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85146,Cerebell contus-coma NOS,"Cerebellar or brain stem contusion without mention of open intracranial wound, with loss of consciousness of unspecified duration",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85149,Cerebell contus-concuss,"Cerebellar or brain stem contusion without mention of open intracranial wound, with concussion, unspecified",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85150,Cerebel contus w opn wnd,"Cerebellar or brain stem contusion with open intracranial wound, unspecified state of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85151,Opn cerebe cont w/o coma,"Cerebellar or brain stem contusion with open intracranial wound, with no loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85136,Opn cortx lacer-coma NOS,"Cortex (cerebral) laceration with open intracranial wound, with loss of consciousness of unspecified duration",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85139,Opn cortx lacer-concuss,"Cortex (cerebral) laceration with open intracranial wound, with concussion, unspecified",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85140,Cerebel/brain stm contus,"Cerebellar or brain stem contusion without mention of open intracranial wound, unspecified state of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85141,Cerebell contus w/o coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with no loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85142,Cerebell contus-brf coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85143,Cerebell contus-mod coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85130,Cortex lacer w opn wound,"Cortex (cerebral) laceration with open intracranial wound, unspecified state of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85131,Opn cortex lacer-no coma,"Cortex (cerebral) laceration with open intracranial wound, with no loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85132,Opn cortx lac-brief coma,"Cortex (cerebral) laceration with open intracranial wound, with brief [less than one hour] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
85133,Opn cortx lacer-mod coma,"Cortex (cerebral) laceration with open intracranial wound, with moderate [1-24 hours] loss of consciousness",85100,Cerebral cortx contusion,"Cortex (cerebral) contusion without mention of open intracranial wound, unspecified state of consciousness"
